headword,entry_text,page,mode
Mitanpi',"Carnaval Mitanpi' adv. carnaval. Mitanpi' uklupidek dinpunen ullina', nu'anna' chu'kenñina'. El día central de carnaval bebieron la punta (el líquido espumoso que está en la superficie), después pandillaron.",577,es
Ya',"carne chuchu s. carne. Ya' Allika aurandeklli willinlusa' uru chuchu tatanenna' tanaklan kencha'a'su'. Ayer Alejandrina les dio de comer a sus hijos la carne de venado que su padre (de ellos) había traído del monte. CARNE lu'2 clf. carne. Tunsawala aku'tulli panwalalu'. La mosca shingo puso huevos en la carne de sachavaca. clf. for: yuyu'wa panwalalu', kupilu'2, kushellu', waka'lu', mutu'lu', unma'lu', sipalu', lamanlu', dekkananlu', ala'lu'2, iyalu'2, kilulu', sukellu', *pekdalu'palli, lu'wellu', *tata'lu'tek, *mer'llu'tapalli, *nakamu'lu'palli, nanpilu', *pipeklu'palli.",577,es
carne,carne ahumada chinpi nom. carne ahumada. Laman chinpi a'ukala'mu ka'achek. Carne de huangana ahumada calentando voy a comer. clf: pi3 1.,577,es
lu'lun,"carne cruda lu'lun, lu'lún s. carne cruda, carne no cocinada ni tratada. Nalu asu' lu'lun. Esta carne es fresca. Merkudu'mapu'wak ma'nen lansi' ñi'ñi, lu'lunmapu'wa'sa', chipitekmapu'wa'lek. En nuestra parte blanda del estómaga no hay hueso, solo carne y piel.",577,es
kushellu',"carne de chancho kushellu' s. carne de chancho, carne de puerco. Kushellu' wilalusa' a'ka'dek'i'nek. No se les da de comer carne de chancho a los niños. clf: lu'2.",577,es
lamanlu',carne de huangana lamanlu' s. carne de huangana. yuyu'wa 576 Dekkananlu' a'pinta' meru'tulli lamanlukla. La carne de majaz es más suave que la carne de huangana. clf: lu'2.,577,es
dekkananlu',carne de majaz dekkananlu' s. carne de majaz. Dekkananlu' a'pinta' meru'tulli lamanlukla. La carne de majaz es más suave que la carne de huangana. clf: lu'2.,578,es
unma'lu',carne de paiche unma'lu' s. carne de paiche. Kua mapa'tulek katu' kilu unma'lu'. Yo compré dos kilos de carne de paiche. clf: lu'2. carne de rana hualo,578,es
waka'lu',"carne de res waka'lu' s. carne de res, carne de vaca. Ya' ka'lek waka'lu', ipa'la nanapu'si'la ka'nuntechek. Ayer comí carne de vaca, ahora otra vez voy a comer. clf: lu'2. carne de sachavaca panwalalu' s. carne de sachavaca. Tunsawala aku'tulli panwalalu'. La mosca shingo puso huevos en la carne de sachavaca. clf: lu'2.",578,es
iyalu'2,carne grasosa iyalu'2 s. carne grasosa. Kusher iyalu' ka'amu a'murdu'tullun. Comí carne grasosa de chancho y me cayó pesada. clf: lu'2. carne o pescado cocinado en,578,es
kalu'pi,"sopa kalu'pi s. chilcano, caldo, sopa, sancochado. Kallu yekwerañun, samer kalu'pi yekka'llun. Carolina me ha invitado a comer chilcano/sancochado de pescado. clf: pi3 1. Carolina Kallu nprop. Carolina, nombre propio de mujer. Asu' Mashika kadulun. ¡Kallú, ichek'iter'! Marcelina está embarazada. ¡Carolina, tú enderézale el feto!",578,es
carpinterito,"carpinterito suluchin s. carpinterito, carpinterito social que a veces se cría en la casa. Suluchin inkella ka'apalli. El carpinterito está comiendo un grillo. carpintero cabeza colorada kunkatek-pipermutu' ( pipermutu'-kunkatek) ( inpasenmutu'kunkatek1) s. carpintero cabeza colorada, carpintero lineado. Kunkatekpipermutu' suler ka'tek. El carpintero cabeza colorada es comerdor de suri. carpintero con moño inpasenmutu'-kunkatek1 ( kunkatek-pipermutu') s. pájaro carpintero con moño, pájaro carpintero cuello colorado. (Campephilus rubricollis)",578,es
inchilala-du'wan1,carretera inchilala-du'wan1 s. carretera. Kuda lauktullidek asu' 577 yuyu'wa wa'nalu'nsuk wa'an ima inchilaladu'wan a'nu'tapalli. Nosotros escuchamos en la radio que el presidente hizo una carretera.,578,es
carrizo,"carrizo silu 1 s. carrizo, maronilla. Tanak pa'pateku dunkeretchek silu. Kananpateku kenchetchek yanu'tulek siluwek, ya'chu'kentulek Mitanpi'. Cuando me vaya al monte voy a buscar carrizo. Cuando halle voy a traer para hacer mi yupana y hacer pandillar para Carnaval. carrizo, maronilla",579,es
wa'napi,"carro wa'napi 2 (der. of) s. carro, automóvil. Kuda ektekka'llundek wa'napi, Tarapukuk. Nosotros viajamos en carro a Tarapoto. syn: wa'natektekka'a'su'.; wa'natektekka'a'su' ( wa'natek lupak tekka'a'su') s. carro, coche, automóvil. Asu' pentunan du'winpu', nu'an asu' wa'natek-tekka'a'su' nañi'ñi. Este puente es angosto, por eso el carro no cabe. syn: wa'napi 2. carta kirka' 1 ( kerka') (Quech.",579,es
kirka),kirka) cf:. s. carta. Wilawek ima awektullun kirka' Yurimawekla. Mi hijo me ha mandado una carta de Yurimaguas. kerka'tek yuyu'wa,579,es
cartón,"cartón kartuntek s. cartón. Kartuntek nantatek, pikatu'nanwi'ñi. El cartón es tieso, no se puede doblar.",579,es
ilantulu'la,"cartucho ilantulu'la s. cartucho. Tanak yapa'winek, ñi'na ilantulu'la a'ñi'nek. Quisiera ir al monte, pero no tengo cartucho. clf: la3.",579,es
casa,"casa pidek 1 s. casa, vivienda. Allika pideknen i'na pulawi'ñi, paper'llu'pi. La casa de Alejandrina no tiene cerco de madera, es embarrada. Enta'n, pidekwek a'lli'nterken. Ven, te voy a mostrar mi casa. casa grande casa legítima",579,es
casa,"casa para animales pidek 2 s. casita donde se guardan o crían los animales, especialmente las gallinas. Ipullitu isa'tulli wa'dantek pidik yape'chan. Hipólito metió la mano en la casa de las gallinas para robar.",579,es
casa,"casa tradicional pidekwalek s. casa legítima, casa tradicional. Pidekwalek i'na a'ñilli panpekmeklek palli'pi, pulanen i'na nalakla. La casa legítima tiene techo de hoja de irapai y cerca de palo.",579,es
suda'su',"casada suda'su' nom. casada, que es casada. A'pinta' luwektapa'nkusui'na ku'aperwawa suda'su'. yuyu'wa 578 La que más me cuida es mi hija que es casada. ant: inapulun. casala",579,es
enka'ter',cásala enka'ter' vt. ¡entrégala en matrimonio! ¡Wilapen enka'ter' kulliker'wansu'lek! ¡Entrega tu hija a este adinerado! casar a una mujer enka'tapalli ( enka'tulli) vt. entregar a una mujer en matrimonio. Tatapen enka'tetchen Lluchulek. ¡Tekka'lapir'! Tu papá te va a entregar a Lucho. ¡Córrete!,580,es
casarse,"casarse *sadapalli ( *sadalli) vi. casarse el hombre, reunirse el hombre, conseguir esposa. Ipa'la Arkichu sadalli. Hoy se casó Arquímedes. ;",580,es
sudapalli,"*sudapalli ( *sudalli) vi. casarse una mujer, reunirse una mujer, conseguir esposo. Ipa'la Imicha sudalli. Hoy se casó Emérita. val.: *sudatapalli. casarse con un hombre",580,es
sudatapalli,"*sudatapalli ( *sudatulli) vt. casarse con un hombre. Surinawek sudatulli Kullu, deksametchek ña'su' malek. Mi sobrina se casó con Julio porque es anzueleador. val.: *sudapalli. casarse un hombre casarse una mujer",580,es
paki'siyuwa,"cascabel paki'siyuwa s. cascabel, especie de víbora. Paki'siyuwa kitekllenmu' chiminllin a'lli'inutullenmu'. Cuando nos muerde la víbora cascabel nos hace pensar en el camino a la muerte. (Crotalus durissus)",580,es
su'pula,"cascada su'pula s. cascada, caída de agua. Wapu' ñapalli su'pula Taraputu 579 yuyu'wa du'wan inchilalak. Hay muchas caídas de agua en la carretera a Tarapoto. cascar *uktektapalli (",580,es
uktektulli),"*uktektulli) vt. cascar. Serwi'tek chiperwawala' ka'lli, uktektapallinta' nalapukalu'. El guacamayo aguajero come aguaje verde y casca el palo podrido. cáscara de yuca ker'chek (",581,es
ke'chek,ketchek; ke'chek) ( ker'1) s. cáscara de yuca. Kishu ker'chek deklli. Jesús botó la cáscara de yuca. Ketchek i'na u'chimu sinanpachi utek pitudu'ek. La cascara de yuca es buena para pulir el borde de la mocahua. clf: tek2.,581,es
cascarilla,"cascarilla latenna, latennan s. cascarilla, especie de árbol. Latenna u'chimu pasalaki. La cascarilla es buena para tijeraje. Latennantek ipa' enñi. Peksan damellushasik suler. Sulan nanalek uputer' papapen tata'nen. La corteza de cascarilla ya ha secado. Muélelo y cuando esté bien menudito ciérnelo. Después de cernir, polvéale con eso la uta de tu padre. cascarón de huevo kadu'tek 1 s. cascarón de huevo. Manila wa'danteknen yansenkalli. Nu'an asu' yuyu'wa kadu'teknen paserlli adekterkek. La gallina de Manuela empolló. Por eso botó el cascarón a la calle para que lo chanquen pisándolo. clf: tek2.",581,es
si'sek,"cashacushillo sisek ( si'sek) s. puerco espín, cashacushillo, erizo. Sisek anpulu'nen lawanpu'lli. Las cerdas del erizo son como agujas. casho del monte",581,es
cashu,"cashu pawa s. marañón, cashu, especie de fruta. Asu' pawa wawapi tapa'lli. El marañón verde tiene sabor acre. cf: tanan-pawa. tanan-pawa",581,es
tanan-pawa,"cashu del monte tanan-pawa s. cashu del monte, marañón del monte. Tananpawa i'na ka'apalli etchu'ler. El mono negro come cashu del monte. cf: pawa. cashu, marañón casi, por gusto, ya no. -win v. > v. casi, por gusto, situación que ha cambiado. Matutadaler Julio ka'wiñi. El lagarto negro casi le come a Julio. Peklu'apawindek'an, pa'lli pideknennak. Después de llamarlos por gusto, se fue a su casa. Kualer luwetchuwinek tatapen. Yo casi conocí a tu padre. Kenmu'wa' a'pinta' yuyu'wa 580 tu'aper'interwa', kenmu'wa' a'pinta' usha'winterwa', aperkui'nterwa'. Nosotros no vamos a equivocarnos más, nosotros no vamos a pecar más, no vamos a mezquinar. Napi' ñiwiñi waler Lapirkek, ipa'li'na ta'wantulli. Antes había carachamita waler en el Rumiyacu, pero ahora se ha terminado. Inka'ku'lusa' kawitukerwiñina' kenmu'wek, ñi'na wa'anler pekludek'iñ'i. Los finados incas se aproximaron a nosotros, pero el gobernante no los invitó.",581,es
tanpa'pi,"castaña tanpa'pi s. castaña, huayo de castaña. Tanpa'pi kencha'lek tanakla yauku'latamu. He traído castaña del monte para vender. clf: pi4. castellano Lawer' nprop. castellano. Napi'ku'lusai'na Shiwilu la'la'sa' luñina', ñi lui'ñina' asu' Lawer'. Los antiguos shiwilu hablaban solamene shiwilu, no hablaban castellano. syn: Ishpaña la'la'1, Kaschilla'.",582,es
Kaschilla',"castellano Kaschilla' s. castellano, español, lengua española. ""Añimer"" Kaschillaklan. Ñi'ñi la'la' asu' dudinpu' tanak ña'su' daper. ""Añimer"" es del castellano. En Shiwilu no hay ninguna palabra para referirse a todo lo que vive en el monte. Wilalusa' ipa'la Kaschilla' la'leklansa' lunna', ipa'li'na Shiwilu la'la' pinanetllina'. Los niños en la actualidad hablan sólo el castellano, ahora han olvidado la lengua shiwilu. syn: Ishpaña la'la'1, Lawer'; syn:. castrado, capado makadu'lapi ( kadu'la) s. castrado, capado. Nana kusher makadu'lapi nuka'a. Ese chancho está capado. clf: pi4.",582,es
sasa',"catalán sasa' s. catalán, martín pescador, diferentes tipos de martín pescador o matraquero. Laukku', sasa' penwinerapilalli, ipa' wadi' uk'etchu. Escuchen, el martín pescador está yendo hacia arriba, ya va a venir el mijano.",582,es
su'pula,"catarata su'pula s. cascada, caída de agua. Wapu' ñapalli su'pula Taraputu du'wan inchilalak. Hay muchas caídas de agua en la carretera a Tarapoto.",582,es
catirina,"catirina tu s. catirina, palmera para hacer cumba, abanico. ¡Nana tusha enchuntama'! ¡No vayan a cortar la palmera catirina!; tupi s. fruta de la palmera catirina. Etchek uran tupi. El añuje come fruto de catirina. clf: pi4. 581 yuyu'wa caucho kauchunan (Spn.",582,es
caucho),"caucho) s. caucho, especie de árbol de caucho con aletas. Napi' taserpiku'lusa' kauchu ekkadek usu'llina' Puruskeklan. Antes los viejos finados extraían la resina de caucho del río Purús. cf: pakerpala, shirinka; clf. for:. causar, hacer que alguien haga algo tek- 1 v. > v. prefijo que agregado al verbo indica causa. Amishawek teksusullun. Mi abuelita me crió.",583,es
iwa'ter',cava iwa'ter' vi. ¡cava! ¡Asek iwa'ter'! ¡Cava aquí!,583,es
iwa'lu'ter',cava la tierra iwa'lu'ter' vi. ¡cava la tierra!,583,es
iwa'ker',"cávalo iwa'ker' ( iwer') vt. ¡cávalo! ¡coséchalo cavando! ¡Mama' iwa'ker'! ¡Cava la sachapapa! ¡Asila iwer', teklada iwer', ekpantaa'mak! ¡Cava inchahui, cava piquimandi, para que lleves!; iwer' ( iwa'ker') vt. ¡cávalo! ¡coséchalo cavando! ¡Asila iwer', teklada iwer', ekpantaa'mak! ¡Cava inchahui, cava piquimandi, para que lleves! cávalo coséchalo cavando",583,es
*iwa'palli,"cavar *iwa'palli ( iwa'lli) vt. cavar. Aullu mama' iwa'lli menminenkekda'. Aurora cavó (cosechó) sachapapa en yuyu'wa su chacra. val.: iwa'tapalli; cf: *serker'chapalli; cf: *uka'palli.; iwa'tapalli ( iwa'tulli) vi. cavar. Nana iwa'tulli. Él cavó. Kawa'seklun ima mutupi lallintekkek iwa'tulli yaku'tan. La uchpa lora cavó en la ladera del cerro para poner huevo. val.: *iwa'palli. cavar la tierra iwa'lu'tapalli ( iwa'lu'tulli) vi. cavar la tierra. Itek iwa'lu'tan insilantusu' ku'dunwansu', nanek aku'tulli pasenkek walek. El buduk cava dos surcos dentro de la tierra, da una vuelta, ahí pone sus huevos hasta que revientan. clf: lu'1.",583,es
yunekker',caza yunekker' vi. ¡caza! ¡Pa'ker' yunekker'! Wilalusa' uki'lallina'. ¡Vete a cazar! Los niños tienen hambre.,583,es
mapenker',"cázalo mapenker' vt. ¡cázalo! (dicho a un perro). ¡Negró, tanak pa'an etchek mapenker'! ¡Negro, vete al monte y caza un añuje! cazar *yunek'apalli ( *yuneklli) vi. cazar, buscar mitayo (la gente). -Wapu' chuchu' a'ñapalan. -Nu'llin. Tatawek yuneklli. -Tienes mucha carne. -Sí, mi papá se fue a cazar. cf: yuyu'wa 582 *mapen'apalli. cazar (un depredador) *anaka'palli ( *anaka'lli) vt. cazar (un depredador). Wa'dantekwek anaka'lli ulerwanler. El gavilán cazó a mi gallina. val.: *anaka'tapalli.",583,es
*mapen'apalli,"cazar un perro *mapen'apalli vt. cazar un perro ayudado por un hombre. Tanan-ñiñi' i'na a'mercha, da'ilek a'llupi lateksa'. Nanalek mapen'apalli. El perro de monte es pequeño, pero sus colmillos son grandes. Con eso caza. Ñiñi'wa mapeñi ilek. El perro cazó un achuñi. cf: *yunek'apalli.",584,es
cedro,"cedro nunnala ( nunala) s. cedro, especie de árbol maderable. Asu' Idu nunnala lliwetchulli nunlusa' nu'tan. Eleuterio extinguió los cedros haciendo canoas. (Cedrela odorata) (Cedrela fisilis) cegarse por el sol *elladapalli (",584,es
elladalli),"*elladalli) vi. empañársele a uno la vista por el sol, cegarse. Kekki lli'asik enpu'nipa' elladalek. Cuando miramos el sol se nos empaña la vista (tenemos que cerrar los ojos). Nana ellada'su' mapa'tulli ker'a'su' da'wala'lada. Al que se le empañó su vista ha comprado lentes oscuros (para el sol).",584,es
ceja,ceja waser s. ceja. Nana senñula' wilalunsha usu'palli wasetñikda'. La señorita mestiza se está depilando las cejas. cf: enchek-lada 1.,584,es
celosa,celosa apisudatutek nom. celosa. Ku'apellusa' apisudatuteklusa' nanpillina' sha'mu'teklusa'. Las mujeres celosas viven flacas. Ku'aper apisudatutek tupitulli sudinen. La mujer celosa siguió a su marido. cf: apisadatutek.,584,es
celoso,celoso apisadatutek nom. celoso. Asu' Kushi apisadatutek. Nu'an i'na sadinen pekluñi. José es celoso. Por eso le pega a su mujer. cf: apisudatutek. cementerio kanpusantu (Spn.,584,es
camposanto),"camposanto) s. cementerio, camposanto. Ekpa'pilallina' Anchukusha kanpusantuk, yakala'kunna'. Están llevando a Antonio al 583 yuyu'wa cementerio para enterrarlo. cementerio, camposanto",584,es
ceñidor,"ceñidor siñiDur (Spn. ceñidor) s. ceñidor. Intenpu'tulli kalanteknen siñiDur piper'a'su'lek. Se amarró la pampanilla con ceñidor rojo. ceñidor, amarrador ceñirse, apretar (ropa) *uperi'palli ( *uperi'lli) vt. ceñirse, apretar (ropa). Asu' piwala'lli a'merchinchi ñan uperi'pallun. Este pantalón es muy pequeño y me está apretando. I'shi'nek asu' kutun uperi'la'llun. No quiero ponerme este vestido porque me aprieta mucho.",585,es
pendalu',"ceniza pendalu' s. ceniza. Musui'ma ukllishin uksuketchulli, pendalu'sa' llia'lli. Ardió bien hasta el amanecer, sólo cenizas quedaron. clf: lu'1. ceniza usada por cerámica que se mezcla con barro",585,es
iñinunlu',cera de la abeja iñinunlu' s. cera de la abeja. Iñinunlu'keklan kanchila' nu'tulek. De la cera de la abeja se hace vela. Chilu user' weriteklallun. ¡Kencher iñinunlu'! La bayuca lanuda me pico en la mano. ¡Trae cera (de de abeja para extraer las lancetitas)! clf: lu'1. yuyu'wa,585,es
cerbatana,"cerbatana pektuna, pektunan s. pucuna, cerbatana. Tikuna kenma'lusa' ñinchinu'tullina' kaper pektunanki. Los indios ticuna saben hacer veneno para pucuna. cerca kawi post. cerca. Fernandita nanpipalli Encha'kudek kawi. Fernandita vive cerca del Shamuinayacu. Yurimawa' kawi kupin mutu'pi ñapalli. Nanek kelluluñiñi' nanpiwiñi. Di'tullina' Yurimawa'muda'ler. Cerca de Yurimaguas está el cerro grande. Ahí vivía el yanapuma. Los yurimagüinos lo mataron.",585,es
cerca,cerca de alguien -pa' 2 vi. > vt. hacer algo cerca de alguien o al lado de alguien. Pideru lansa'pa'llun. Pedro bailó cerca de mí.,585,es
cercano,"cercano kawina adj. cercano, vecino. Kua Piderulek kawinak inñipa'pallidek. Pedro y yo vivimos vecinos.",585,es
inkawisu',"cercano, vecino inkawisu' nom. cercano, vecino. Shiwilu Shawilusa'lek inkawisu'. Los shiwilos y los chayahuitas son vecinos. Shiwilu San Antuñulek inkawisu'. Jeberos y San Antonio están cerca. cf: wisinu. yuyu'wa 584",585,es
cerco,"cerco pula 1 s. cerco de madera alrededor de la casa. Pulaler kunetchapalli pidek. El cerco rodea la casa. Kaiksha Pula pulanen nupu'su' usañi. La hermana Paula levantó su cerco que se había caído. Allika pideknen i'na pulawi'ñi, paper'llu'pi. La casa de Alejandrina no tiene cerco de madera, es embarrada.",586,es
anpulu'1,"cerda anpulu'1 2 s. cerda, pelo de animal. ¡Kekter' etchu'anpulu'nen kalu'ek! ¡Chamúscale el pelo al mono negro para cocinarlo! cerda, pelo de animal",586,es
mutu'lu',"cerebro mutu'lu' s. seso, cerebro. Wawaser mutu'lu'nen ima ilulennanen. Dicen que los sesos de los bebes es remedio. Iñer ileknan mutu'lu'nen ka'lek. Los sesos de todos los monos se comen. clf: lu'2.",586,es
cernidor,"cernidor ukllin s. cernidor, colador, sedama. Ma'a lanlakla nu'tulek ukllin uklupidek sulek. Del tallo de la palmera ma'a se hace cernidores/coladoras para cernir la chicha punta. cernidor, colador, sedama",586,es
cernir,"cernir *sulapalli ( *sulalli) vt. cernir. Chirisa sulapalli uklupideknen. Teresa está cirniendo su chicha punta. val.: *sulatapalli.; *sulatapalli ( *sulatulli) v. cernir. Veronica ipa' sulatulli. Verónica ya cirnió. Katu'ta' inyu'lapi a'ñapalekwa'. Nanima sulatapalli dudinpu' ka'asik, uwa'sik. Tenemos dos riñones. Dicen que eso cierne todo lo que comemos y bebemos. val.: *sulapalli.",586,es
cerquillo,"cerquillo danek s. cerquillo. Wiwiana ekpiñi ku'tin daneknen. Viviana le cortó el cerquillo a su hija. cerrar la boca *inlaper'ipalli ( *inlaper'illi) vi. cerrar la boca. Asu' wila inlulennan iyuinpu'n inlaper'illi. Este niño por no tomar remedio cerró la boca.; inlakuper'apalli ( inlakupetlli; inlakuper'lli) vi. cerrar la boca. Inlakuper'i'nsik da'tulli tunsawala. Como no cerraste la boca, ha entrado la mosca shingo. cf: *inlasiser'apalli. cerrar la boca apretando los dientes y los labios *inlasiser'apalli ( *inlasiser'lli) vi. cerrar la boca apretando los dientes y los labios. Wilawek ilulennan iyui'ñi, inlasiser´'lli. Mi hijo no quiere tomar el remedio, cerró la boca apretando los dientes. cf: inlakuper'apalli. cerrar la puerta *unku'tapalli ( *unku'tulli) vt. cerrar la 585 yuyu'wa puerta. Unku'tulli chinta'pidek wa'anen. Ya ha cerrado la puerta de la tienda su dueño. Pidir ipa' unku'tulli konsejopidek. Fidel ya ha cerrado la puerta del municipio. cerrar los ojos tanser'apalli ( tanser'lli) vi. cerrar los ojos. Kullasha tanser'apalli, ipa' wicha'palli. Julita está cerrando los ojos, ya está durmiendo. cerrarsele los poros a la cerámica tras aplicar leche caspi cerrarsele o sellarsele los poros a la cerámica tras aplicar leche caspi cerrársele o sellársele los poros a la cerámica tras aplicar leche caspi",586,es
cerro,"cerro mutupi s. cerro, montaña. Muyunpek pa'apilak, katu' ukllikla, lli'lek mutupi, adawa'kanpalli. Cuando estamos yendo a Moyobamba, a los dos días (de camino), se ve un cerro a lo lejos (que no se distingue bien). cerveza wa'danlusa' uwer'kasu' s. cerveza. U'dunshala Shiwilulusa' ullina' asu' wa'danlusa' uwer'kasu' wala'apu'pi. Pocos jeberinos tomaron cerveza en año nuevo. cetico yuyu'wa",587,es
cetico,"cetico mankuna, mankunan s. cetico, especie de árbol. Manku mankunanla metchusik ka'apalli. El manco (animal) come el fruto del cetico maduro. Cecropia;",587,es
mankunanla,mankunanla s. fruto del árbol cetico. Manku mankunanla metchusik ka'apalli. El manco (animal) come el fruto del cetico maduro. clf: la3.,587,es
ciego,"ciego dapinantek nom. ciego. Fernando dapinantek, a'pinta' lli'tapi'ñi. Fernando está ciego, ya no ve.",587,es
kekki-lu'tek,"cielo kekki-lu'tek s. cielo. Kekkilu'tekkek ñapalli tandulalusa', duker, kekki. En el cielo hay estrellas, luna, sol.",587,es
ciempiés,"ciempiés takuntek s. ciempiés. Takuntek dekkuk kananek. Pata'lek indekmunkuñi. En el camino encontré un ciempiés. Lo toqué y se enrolló. Ala'sa'' amikui'ma napi' katu'ta' mikenwañi. Ali'lima takuntek, ali'lima supu'muda'. Antiguamente, una viejita tenía dos yernos. Uno era cimpiés y el otro era gallinazo que era gente. cien ala'-pasak num. cien. Kulliker ala'pasak kekki luwantulek wa'nasinanlusa', wa'naukta yuyu'wa 586 yamapa'tamu. Necesito cien soles para comprar platos de loza metálica y ollas. cf: pasak.",587,es
"cien,","cien, ciento pasak s. centenar, ciento. Kulliker ala'pasak kekki luwantulek wa'nasinanlusa', wa'naukta yamapa'tamu. Necesito cien soles para comprar platos de loza metálica y ollas. cf: ala'-pasak. cierne sulater' v. ¡cierne! ¡Wiweksu' sulater', willapen wellek'apalli! ¡Cierne rápido, tu hijo está llorando!",588,es
sulaker',"ciérnelo sulaker' ( suler') vt. ¡ciérnelo! ¡Suler' chiter' a'ukluka'a'kasu'! ¡Cierne el maíz que he hervido. ¡Sulaker' uklulu'pen! ¡Cierne tu masato! cierra bien tu boca inlasiser'ker' vi. ¡cierra bien tu boca aprentando los labios y los dientes! ¡Kuanshá, inlasiser'ker, aner laukla'su' yapa'apatan! ¡Juanito, cierra bien tu boca para que no estés andando con la boca abierta! cierra bien tu boca aprentando los labios y los dientes",588,es
inlakuper'ker',"cierra la boca inlakuper'ker' vi. ¡cierra la boca! ¡Wilawekshá, inlakuper'ker'! Tunsa da'tetchen la'la'penkek! ¡Hijito, cierra la boca! La mosca va a entrar en tu boca.; inlaper'ir vi. ¡cierra la boca! ¡Aner yalaukta! Nakusu' tawella ñilli.¡Inlaper'ir da'inpu'ek! ¡No abras la boca! Hay mucha mosca. ¡Cierra la boca para que no entre!",588,es
unku'ter',cierra la puerta unku'ter' vt. ¡cierra la puerta! ¡Unku'ter' illisha (unkuna)! ¡Cierra (la puerta de) la iglesia!,588,es
tanserker',cierra los ojos tanserker' vi. ¡cierra los ojos! ¡Tanserker' lutan anu'ladachinpu'a'kik! ¡Cierra los ojos para que no te caiga basurilla en tu vista! cierra los poros de la cerámica con leche caspi,588,es
ciertamente,"ciertamente =inchi 1 prt. intensificador; de veras, ciertamente. Er'washinchi. En la tardecita ciertamente.; a'ka prt. ciertamente, por el contrario. Ipa'la'ka ka'echin. Ahora sí te voy a comer. ciertamente, por el contrario",588,es
cigarro,"cigarro pintella s. mapacho, cigarro, cigarrillo. ¡Wa'dan laukpachen pintella a'tentan u'wer', penmu'r! ¡Cuando escuches un ruido del tunchi enciende el mapacho, fuma y sopla! clf: la1. cinco alei'teklun num. cinco. Iteklawek a'ñilli 587 yuyu'wa alei'teklun damellawan. Mi mano tiene cinco dedos. cincuenta alei'teklun-shunka' num. cincuenta. Ñinchitupidek i'na a'ñilli alei'teklunshunka' wilalusa' ñinchitaperkasu'. La escuela tiene cincuenta estudiantes (lit. niños que están aprendiendo). Kaikshawek a'ñilli alei'teklunshunka' inkatu' ekkilala. Kui'na a'ñilek alei'teklunshunka' katu' ekkilala. Mi hermana mayor tiene cincuenticuatro años. Y yo tengo cincuentidós años.",588,es
cintura,"cintura dunan1 s. cintura. Dunanwekki ikerchulek. Innichi'nek iner'a'kasu'. Siento dolor en la cintura. No puedo agacharme. Tanak yapa'la, lli'lanla' nanek nantapichun. ¡Intenpur' dunanter' musu'! Vas a ir al monte, mira que ahí se hace fuerza. ¡Amárrate bien la cintura!",589,es
intenpu'nan1,"cinturón intenpu'nan1 s. cinturón, correa. Akushupi wilawek llipu'tulli intenpu'nanenlek. Augusto azotó a mi hijo con su cinturón.",589,es
*winsek'apalli,"clavarse *winsek'apalli vi. prenderse un objeto punzante, clavarse. La superficie llevar marcador locativo. Nana yuyu'wa sawelli winsek'apalli lupak. Ese machete está prendido en la tierra. val.: *winsektapalli.; *winsektapalli ( *winsektulli) vt. prenderse algo punzante, clavarse. Wa'na etllata'seku winsektullun. Cuando pisé el clavo se me prendió. val.: *winsek'apalli.",589,es
winsekter',"clávate winsekter' vt. ¡préndete (hablándole al calvo)! ¡Wa'ná, winsekter' asu' pian! ¡Clavo, préndete en este horcón!",589,es
clavícula,"clavícula milatek s. clavícula. Ikermilateklek, ya' pian pitenpa'tulek. Me duele la clavícula, ayer he ayudado a cargar horcones. clítoris nerchekla ( netchekla; ne'chekla) s. clítoris, cresta de la pishura. Asu' wilalunsha nakusu' susunetcheklalli. Esta señorita tiene el clítoris muy desarrollado (lo decian las viejas de broma). cf: la2. clítoris, cresta de la pishura",589,es
cobarde,"cobarde tekkuadantek nom. miedoso, cobarde. Kunpariwek tekkua'dantek. Wa'dan tekkuatan, ñañashasa' yapa'i'ñi dekpilli'. Mi compadre es cobarde. Tiene miedo del difunto y no quiere caminar solo de noche. syn: yuyu'wa 588 tekkuatek.; tekkualu' nom. cobarde, temeroso, miedoso. Kunpariwek tekkualu'. Wa'dan tekkuatan, ñañashasa' yapa'i'ñi dekpilli'. Mi compadre es cobarde. Tiene miedo del difunto y no quiere caminar solo de noche. ant: tekkuinpu'; syn: tekkuatek.; tekkuatek nom. cobarde, miedoso. Kunpariwek tekkuatek. Wa'dan tekkuatan, ñañashasa' yapa'i'ñi dekpilli'. Mi compadre es cobarde. Tiene miedo del difunto y no quiere caminar solo de noche. syn: tekkualu'; syn: tekkuadantek. cobarde, miedoso cobarde, temeroso",589,es
Kukama',"cocama Kukama' s. cocama, miembro del pueblo cocama. Kukama'lusa' ñinchinerku'llina'. Nunkek pa'apallina'. Los Cocamas saben bogar. Van en canoa.",590,es
kusina',cocina kusina' (Spn. cocina) s. cocina. Kusinek dudinpu' ka'a'kasu' sekdipellek. Todo lo que se come se guarda en la cocina. ¡Asu' sametchek akunter' kusinak! ¡Pon este pescado pishtado en la cocina!,590,es
kalu'ter',"cocina chilcano kalu'ter' vi. ¡sancocha! ¡Ipa' kalu'ter', uki'lalek! ¡Ya sancocha, tengo hambre!",590,es
kalu'ker',cocina en sopa kalu'ker' vt. ¡cocina la carne o el pescado en sopa! ¡Kilen kalu'ker'! ¡Cocina en sopa la añashua!,590,es
