headword,entry_text,page,mode
iper'a'su',"iper'a'su' nom. persona con sobaquina, apestoso. ¡Yatupituta nana iper'a'su', dantetchen! No le sigas a ese que tiene sobaquina, te va a contagiar. *iperchapalli (*iperchulli; *ipetchapalli) vi. apestarle a uno el sobaco, estar con sobaquina. ¡Ama'nter', ipetchula! ¡Báñate, estás con sobaquina! sinón.: *iperwanpalli. *iperchulli *iperchapalli iperwañi *iperwanpalli *iperwanpalli (iperwañi) vi. tener sobaquina, apestarle a uno el sobaco. Lamankankella ka'amu, iperwanek. Por comer huangana ñejilla, tengo sobaquina. sinón.: *iperchapalli. *ipetchapalli *iperchapalli",149,shi
ipia'la,"ipia'la adv. 1) ahorita, en este momento. Ipia'la pa'achek ñinanlu' inyulatekñik. Ahorita me voy a ir al parque. 2) pronto, rápido, rápidamente. Dunanlu' i'na u'chimu samer. Ipia'la kapenñi. La añasua colorada es un buen pescado. Pronto se asa.",149,shi
ipui'pa,"ipui'pa adv. a la misma hora. Kua adencha'lek menminwekeklan nunpi'dunsik. Ipui'pa' ya' adencha'lek. Yo ipulli 148 regresé de mi chacra en la tarde. A la misma hora volví ayer. ipulli s. machete pequeño y ancho que usaban las mujeres. Napi' Shiwilulunku'lusa' ipulli pata'llina'. Antes las mujeres shiwilu usaban machete ""ipulli"". cf: sawelli. Ipullita nprop. Hipólita, nombre propio de mujer. Ipullita katu'ta' ipulliwañi. Ala'sa' sudinler mapi'ta'su', ali'la aminenler apunanta'su'. Hipólita tiene dos ""ipullis"". Uno que le compró su esposo y otro que le regaló su abuelita. Ipullitu nprop. Hipólito, nombre propio de hombre. Ipullitu laman di'tulli. Hipólito mató una huangana. Iriki nprop. Enrique, nombre propio de hombre. Iriki etchek pasektulli wa'nalu'lek. Enrique picó al añuje con flecha.",149,shi
isa'ker',"isa'ker' vt. ¡sóbale la barriga! ¡Kullashá, wilaweksha isa'ker', mentolek! ¡Julita, sóbale la barriga a mi hijito con mentol! *isa'lli *isa'palli",150,shi
isa'palli,*isa'palli (*isa'lli) vt. sobarle la barriga a alguien. Kullasha isa'llun du'wekkek. Julita me ha sobado en mi barriga. Sinantekwek ikelli. ¡Isa'u mentolek! Tengo dolor de abdomen. ¡Sóbame con mentol!,150,shi
isa'tapalli,"*isa'tapalli (*isa'tulli) vi. meter la mano, meter la pata delantera. Amana' isa'tukuñima chi'lek lalak. El tigre metió el moquete (la pata delantera) en el hueco de la carachupa. Ipullitu isa'tulli wa'dantek pidik yapetchan. Hipólito metió la mano en el gallinero para robar.",150,shi
isa'ter',"isa'ter' vi. ¡mete la mano! ¡Isa'ter', kana'nmasu' uwaler'! ¡Mete la mano (por la ventana) y jala lo que encuentres! *isa'tulli *isa'tapalli Isawila nprop. Isabel, nombre propio de mujer. Isawila samer chiñi. Isabel ahumó pescado. Ischiwan nprop. Esteban, nombre propio de hombre. Ischiwan insekdipelli dellu'tekkek yapaan damer'ita kadu' yusun. Esteban se alistó para irse a la playa a sacar huevos de taricaya.",150,shi
iseklli'la,"iseklli'la s. especie de hormiga, piña añayu, hormiga brava. Iseklli'la ta'ituli'ñun pilu'ta'kasu'. Nakusu' inpaser'lli. Las hormigas bravas no me dejan cultivar. Demasiado se han regado (están por todas partes y 149 isha pican). Dasu'la di'tulek siyuwa iseklli'laler pekdalu'lli. Ipa'li'na lansi'sa', lanserñensa' pekkua'palli. En la mañana maté una víbora cascabel y las hormigas bravas se la comieron. Ahora es puro hueso, su esqueleto nomás yace. la4. isha s. paujil, muitú, pavón. Isha i'na a'llupita'su' ilanser. Nana a'llupi tulalusa' a'ñilli. El paujil es un ave grande. Tiene patas superiores gruesas. Cracinae. ishañi ishanpalli ishanpalli (ishañi) vi. mermar o bajar el agua de un río o arroyo. La'pir ishanpalli. El río Rumiyacu está bajo. La'pir ipa' ishañi. El Rumiyacu ya mermó. Wandek ishanpasik nanek kallilu'dek ñilli. Cuando el Supayacu merma es emplayado. ishanweklli s. verano, época en la que merma el agua, estación seca. Kua luwantulek asu' ishanweklli. Wapu' ñapalli samer dekshadeklusek. Me gusta esta época de agua baja. Hay muchos peces en las quebradas. cf: u'lanweklli. ishek s. murciélago. Dekpilli'lusa' ishek Ishpaña la'la' yu'nketlli, nu'unta' yakitektan ali'li'na uranensa' yadunkeran. En las noches salen los murciélagos, algunos a morder y otros solamente a buscar su comida. Ala'teksa' ishek kiteklli ñiñi'wawek. Un solo murciélago mordió a mi perro. cf: ishektek. kitektu-ishek ishektek s. murciélago grande, vampiro. Ishektekler ñiñi'wawek kiteklli. El vampiro mordió a mi perro. cf: ishek. ishi'wañi ishi'wanpalli",150,shi
ishi'wanker',"ishi'wanker' vi. ¡cámbiate de ropa! ¡Ishi'wanker', enchu pa'a illisiak! ¡Cámbiate de ropa, vamos a ir a la iglesia!",151,shi
ishi'wanpalli,"ishi'wanpalli (ishi'wañi) vi. cambiarse de ropa. Kua ishi'wenchek kutunwek yapa'lek pistak. Voy a cambiarme de vestido para ir a la fiesta. Ishpaña nprop. 1) España. 2) español, española, procedente de España. Napi'ma Ishpañalusa' a'saka'tullinerkenmu'w a'. Dice que hace mucho tiempo los españoles nos hicieron trabajar. Ishpaña la'la' nprop. español, lengua española. Ipa'li'na asu' Ishpaña la'la' Isikier 150 lunpatulekwa'. En la actualidad estamos hablando esta lengua española. Yurimawa' muda'lusa' Ispaña la'la'sa' luñina'. Los Yurimagüinos hablan solamente español. sinón.: Lawer', Kaschilla'. Isikier nprop. Ezequiel. Isikier kelli uklulu' puchipik. Ezequiel trajo masato en jarrón ""puchipi"". iskun (quech. iskun) num. nueve. Iskun duker a'ña'seku awawek chiminlapillun, amishawek teksusullun. Cuando tenía nueve meses murió mi madre y me crió mi abuelita. iskun-shunka' num. noventa. itan itantek itantek (itan) s. tatatao, atatao, caracara de garganta colorada. (Daptrius americanus) *itapalli (*itulli) 1) vb. decir algo a alguien. Kua itudeklek a'lek'uku Shiwilu la'la'. Yo les dije que me enseñen el idioma shiwilu. val.: *tapalli1. 2) vt. llamar a alguien o algo con un nombre determinado. Kankelladek itullina' nakusu' kankella ña'su' malek. (A la quebrada Armanayacu) la llamaban quebrada Ñejilla porque había mucha ñejilla. itatek s. ruedita gruesa, con huequito en el medio donde se inserta el hilo torcido para formar el tejido. Amishawek anañi pitellu itateklek kalanteknen yanu'tan. Mi abuelita tejió el hilo con ruedita para hacer su pampanilla. Napi' puka' chi'tekñikla usu'llina' itatek. Antes de su pecho de la charapa sacaban la ruedita para hilar. itek1 s. raíz. Puñañin iteknen pu'er pa'tulli. La raíz del barbasco sirve para pescar. itek2 s. buduk, pájaro relojero, ave que siempre anda en pareja; el término se refiere a diferentes tipos de pájaros relojeros. Itek iwa'lu'tan insilantusu' ku'dunwansu', nanek aku'tulli pasenkek walek. El buduk cava dos surcos dentro de la tierra, da una vuelta, ahí pone sus huevos hasta que revientan. itekla s. mano. Iteklaweklek pata'tulek, pamu'tulek, akusutulek. Con la mano se trabaja, se lava y se cocina. kankanwan-itekla",151,shi
itekla-inpasuntek,itekla-inpasuntek s. muñeca. Itekla-inpasuntek da'weklek. Me rasgué la muñeca (con las ramas).,152,shi
ituker',ituker' vb. ¡dile! ¡Ituker' tatapen pa'apilanta'lek yapeksadumu! ¡Dile a tu 151 iwa'ker' papá que estoy yendo a lavar ropa! *itulli *itapalli,152,shi
iwa'ker',"iwa'ker' (iwer') vt. ¡cávalo! ¡coséchalo cavando! ¡Mama' iwa'ker'! ¡Cava la sachapapa! ¡Asila iwer', teklada iwer', ekpantaa'mak! ¡Cava inchahui, cava piquimandi, para que lleves! iwa'lli *iwa'palli",153,shi
iwa'lu'tapalli,"iwa'lu'tapalli (iwa'lu'tulli) vi. cavar la tierra. Itek iwa'lu'tan insilantusu' ku'dunwansu', nanek aku'tulli pasenkek walek. El buduk cava dos surcos dentro de la tierra, da una vuelta, ahí pone sus huevos hasta que revientan. lu'1.",153,shi
iwa'lu'ter',iwa'lu'ter' vi. ¡cava la tierra! iwa'lu'tulli iwa'lu'tapalli,153,shi
iwa'palli,*iwa'palli (iwa'lli) vt. cavar. Aullu mama' iwa'lli menminenkekda'. Aurora cavó (cosechó) sachapapa en su chacra. cf: *uka'palli; cf: *serker'chapalli; val.: iwa'tapalli.,153,shi
iwa'tapalli,iwa'tapalli (iwa'tulli) vi. cavar. Nana iwa'tulli. Él cavó. Kawa'seklun ima mutupi lallintekkek iwa'tulli yaku'tan. La uchpa lora cavó en la ladera del cerro para poner huevo. iyai'ñi val.: *iwa'palli.,153,shi
iwa'ter',iwa'ter' vi. ¡cava! ¡Asek iwa'ter'! ¡Cava aquí! iwa'tulli iwa'tapalli iwer' iwa'ker' iya' ya',153,shi
iya'su',"iya'su' nom. sabroso. Kua luwantulek uran iya'su'. Quiero comida sabrosa. cf: *iyalli. iya'supinan ya'supinan iyadek s. 1) manteca, grasa. Samer iyadeknen ker'llek pasanta ka'lek. La manteca de pescado se come con tacacho de yuca. Leonila inpiwipilli kupiwan iyadeklek. Leonila se sobó el cuerpo con grasa de boa. 2) aceite. Madutakula iyadeklek inyatulek. Con el aceite de palmera se fríe. dek2. *iyadeklli vi. tener grasa, ser grasoso. Asu' di'din iyadeklli. Esta sopa tiene bastante grasa (está rica). *iyadekwañi *iyadekwanpalli *iyadekwanpalli (*iyadekwañi) vi. ser aceitoso, ser grasoso. Asu' samer iyadekwañi. Este pescado es grasoso.",153,shi
iyai'ñi,"iyai'ñi vi. ser desabrido, ser insípido, no tener sabor. Asu' kalu'pi kakai'ñi, nu'an iyai'ñi. Este chilcano no tiene *iyalli 152 sal, por eso está desabrido. *iyalli. *iyalli vi. estar sabroso, ser sabroso. Asu' uran iyalli. Esta comida está sabrosa. Enpu ka'lek akipi. Enpu'nipa' iyalli. El hualo se come en patarashca. Es muy delicioso. iyai'ñi; cf: iya'su'. iyalli' yalli'",153,shi
iyalu'1,"iyalu'1 s. tierra fértil, productiva. Iyaluk teratan wapu' seketchula. Porque has plantado en un terreno fértil has cosechado bastante. lu'1.",154,shi
iyalu'2,iyalu'2 s. carne grasosa. Kusher iyalu' ka'amu a'murdu'tullun. Comí carne grasosa de chancho y me cayó pesada. lu'2.,154,shi
iyalu'tek,"iyalu'tek s. tocino. Kusher iyalu'tek inyeina' a'ukllidekchina'. El tocino de chancho fríanlo para que salga la manteca. iyame'chek iyamerchek *iyamelli *iyamerapalli *iyamerapalli (*iyamelli) vi. reírse. Anu'aseku Pulu iyamelli kua malek. J j Jeberillo nprop. Jeberillos, asentamiento con población Cuando me caí, Pablo se rió debido a mí. cf: *yamerapalli; val.: *lumerapalli. iyamerchek (iyame'chek; iyametchek) s. risueño, reilón, que se ríe siempre. Asu' yalli' iyametchek. Este hombre es risueño. iyametchek iyamerchek iyatapalli (iyatulli) vt. gustarle una comida a alguien, saberle bien algo a alguien. Kua iyatulek akapi damulalek. Me gusta la palta con sal. iyatulli iyatapalli iyenpilli iyenpipalli iyenpipalli (iyenpilli) vi. secarse el cuerpo al aire, sin toalla. Akushupi iyenpipalli iyunpu'su'. Augusto está secandose el cuerpo al aire mientras seca su ropa. pi3 1) ; cf: *inllienpipalli. iyin iin iyinsha iinsha iyun s. zancudo. Nakunak wapu' iyun. En Lagunas hay muchos zancudos. shiwilu relativamente cercana a Jeberos. Wiweksu' 153 Jeberillo yektu'mu Jeberillok pa'willitulek. Para llegar K k =k (=ek; =kek) post. 1) en. Awawek tatawek chimiñina' Simírkek. Mi padre y my madre murieron en Varadero. 2) a. Tanak pa'an tatawek ilantulli amantek, laman. Yendo al monte mi padre mataba sajino y huangana. 3) en. Sankuan dukerkek nakusu' kanpinanla danku ñilli. En el mes de San Juan hay mucha flor de kanpinanla. 4) en. Asu' Perumapu'wa' kalak insilantulli: kupinsennan ukuchin, kupin mutu'pilusa', tanan tandek. Nuestro Perú se divide en tres (regiones): la costa, los Andes, la selva. -ka1 cop. morfema que se agrega al verbo copulativo e indica sujeto de primera persona singular. Kua Shiwilulunku nuka'ka. Soy una jeberina auténtica. -ka2 cop. morfema que se agrega a verbo copulativo e indica sujeto de primera persona dual inclusiva (tú y yo). Kenmu' Shiwilulunkenmu' ka'ancher' rápido a Jeberillos he caminado de noche. nuka'ka. Nosotras dos somos mujeres shiwilu. ¡Yatekkuatan!, katu'mu' nuka'ka. ¡No temas!, estamos entre dos. =ka prt. partícula que indica contraste, situación nueva. Ipa'la'ka kenmama' uki'la nakuchuma'. Ahora sí ustedes sufrirán hambre. Ipa' asu'nta'ka ka'nansinmu'wa', kenmu'wa' inlli'nuinpu'a'kawa'su' ñilli. Ahora sí este (jaguar) ya nos hubiera comido si no nos hubiéramos prevenido. Kuaka a'pinta' kenmaklan nantapitekku. Yo soy más fuerte que tú.",154,shi
ka'a'kawa'su',"ka'a'kawa'su' s. víveres, provisiones de alimentos. Pa'etchek Yurimawek ka'a'kawa'su' mapa'tukunchek. Voy a ir a Yurimaguas a comprar víveres.",155,shi
ka'ancher',ka'ancher' vt. ¡ven a comer! ¡Samer ka'ancher'! ¡Ven a comer pescado! ¡Intunella ka'ancher'! ¡Ven a comer *ka'apalli 154 quinilla!,155,shi
ka'apalli,"*ka'apalli (ka'lli) vt. 1) comer. Awapi metchek. Metcha'su' mellutusik ka'awa'. Voy a coger chopé. Cuando lo que agarre se ensuavezca vamos a comer. sinón.: kilerapalli 2) ; val.: *uranpalli. 2) hacer el amor a una mujer, tener relaciones sexuales con una mujer. Sudawek luwantanku ka'llun dekpilli'. Mi esposo me hizo el amor anoche con amor. Sudawek ka'anku wila enka'llun. Mi esposo me hizo el amor y me dio hijo. val.: *inka'palli.",156,shi
ka'ker',"ka'ker' vt. 1) ¡come! ¡cómelo! ¡Ka'ker' uranpen, sanek'etchu! ¡Come tu comida, se va a enfriar! 2) ¡hazle el amor! ¡ten relaciones sexuales con ella! ¡Wilawek, ka'ker' sadanpen! Kua luwantulek amishá iterkusu'. Luwantulek ala'sa' wawaserpenma'. ¡Hijo, hazle el amor a tu esposa! Quiero que me digan abuelita. Quiero un bebe de ustedes.",156,shi
ka'lalapi,"ka'lalapi adj. hombre homosexual, gay. Yurimawek lli'lek wapu' enmu'pinen ka'lalapi. En Yurimaguas he visto muchos hombres homosexuales. pi3 1) ; sinón.: ku'aperpu'a'su'.",156,shi
ka'latapalli,ka'latapalli (ka'latulli) vi. mascar el afrecho de la chicha punta para endulzar la chicha punta. Felicidad ka'latapalli ya'kaseran uklupidek. Felicidad está mascando el afrecho para endulzar la chicha punta.,156,shi
ka'later',"ka'later' vi. ¡masca el afrecho (para endulzar la chicha punta)! ¡Ka'later' wiweksu', kaser'i uklupidek! ¡Masca rápido el afrecho, para que endulce la chicha punta! ka'latulli ka'latapalli ka'lli *ka'apalli",156,shi
ka'tek,"ka'tek nom. comedor, persona o animal que siempre come algo. Dekpenku i'na samer ka'tek. El cushuri es comedor de pescado. Kunkatek-pipermutu' suler ka'tek. El carpintero cabeza colorada es comedor de suri. kachu'cha'sha num. doscitos. Kachu'cha'shasa' deksamelli. He anzueleado doscitos (pescaditos) nomás. cf: katu'ta'. kaden s. hermana de una mujer. Kadenler wawaser a'ulunpitulli a'ulun, elli'pa'su' malek. Su hermanita mayor abanicó a la bebe, porque estaba sudando. cf: duden.",156,shi
kadu',"kadu' s. huevo (de un ave, reptil, pez, insecto). 155 kadu'la Wa'dantekwek aku'tulli kañer kadu. Mi gallina puso un huevo azul. Damerita kadu' a'lawinekwa' ka'akwa'. Nosotros le hacemos fama al huevo de taricaya y lo comemos. Chinchi samer kadu' aperchulli. El cangrejo roba los huevos de los peces. Tunsawalaler aku'tulli panwalalu'. La mosca shingo puso huevos en la carne de sachavaca. incorp: *susukadu'palli.",156,shi
kadu'la,kadu'la s. testículo. Kullu' kadu'lanen waka'lli. Los testículos de Cruz se hincharon. Chunpi u'chimu ilulennan nu'wan kadu'la'su'kin. El caracolito de tahuampa es bueno para curar los testículos afectados (descolgados por hacer mucha fuerza). la3. makadu'lapi,157,shi
kadu'lu'pi,"kadu'lu'pi s. cocona, cubiu (Brasil). Kadu'lu'pi u'chimu akusupi nuka'lek ka'ek. La cocona es buena sancochada para comer con ají. Asu' kadu'lu'pi elli. Esta cocona es ácida. pi4. (Solanum sessiliflorum)",157,shi
kadu'lu'pinan,kadu'lu'pinan s. árbol de cocona. Kadu'lu'pi tanpa'nen u'chimu u'dapi teraek. La rama de la cocona es buena para plantar pijuayos. nan. kadula-da'wan (Solanum sessiliflorum),157,shi
kadu'pi,kadu'pi s. huevo grande. Isha a'llupi kadu'pi. El paujil es de huevo grande. pi4.,157,shi
kadu'tek,kadu'tek s. 1) cascarón de huevo. Manila wa'danteknen yansenkalli. Nu'an asu' kadu'teknen paserlli adekterkek. La gallina de Manuela empolló. Por eso botó el cascarón a la calle para que lo chanquen pisándolo. tek2. 2) escroto. ¡Yuyu' kadu'tek! ¡Hombre de escroto grande (insulto de una mujer a un hombre)! kadula s. chicharra. Chinenlu' i'na kadulalusa' naderkek. La arena blanca es donde las chicharras aumentan. Sala' i'na dankuwansik inapu'suklan pa'llina' kadulalusa' yasiseranna' nana danku kaser'a'su'nen. Cuando la guaba echa flor se van de todas partes las chicharras a chupar el dulce que tiene esa flor.,157,shi
kadula-da'wan,"kadula-da'wan s. especie de víbora, chicharra machaco. Kadulada'wan ilulennawi'ñima tullini'na. Decían que la (mordedura de) chicharra machaco no tiene remedio. kaduna, kadunan 156 kadulun s. embarazada, preñada. Asu' Aracelli nudu'lli kadulun ñan. Araceli se ha vuelto escrupulosa con las comidas por estar embarazada. lun. kaduna, kadunan s. huacrapona, wacrapona; especie de árbol. Kadunan merpinen punpunanki. La parte gruesa (la barriga) de la wacrapona se usa para hacer balsa. nan. Iriartea deltoidea. kaik (kayek) s. hermana de una mujer. Kaikweklusa'lek pilu'tulek kuanta'. Con mis hermanas he cultivado yo también. kaiksha (kayeksha) s. hermana mayor (de una mujer). Kaikshawek a'ñilli alei'teklunshunka' inkatu' ekkilala. Kui'na a'ñilek alei'teklunshunka' katu' ekkilala. Mi hermana mayor tiene cincuenticuatro años. Y yo tengo cincuentidós años. cf: kaikua. kaikua (kayekua) s. hermana menor de una mujer. Kaikuawek a'ñilli alei'teklunshunka' ekkilala. Kui'na a'ñilek alei'teklun-shunka' katu' ekkilala. Mi hermana menor tiene cincuenta años. Yo tengo cincuentidós años. cf: kaiksha. Kaimi nprop. Jaime. Kalalu' uranpalli iñer uklli, nu'an Kaimi weipenñi. Como come tres veces al día, Jaime ha engordado. kaka'lli *kaka'palli",157,shi
kaka'palli,"*kaka'palli (kaka'lli) vi. estar salado, tener sal. Kalu'ta'masu' nakusu' kaka'lli. Kuaki'na u'chimu, ñi kakei'ñi nakusu'. Tu sancochado está muy salado. El mío en cambio está bueno, no está muy salado. Asu' kalu'pi kakai'ñi, nu'an iyai'ñi. Este chilcano no tiene sal, por eso es desabrido. kala num. tres. Asu' Perumapu'wa' kalak insilantulli: kupinsennan-ukuchin, kupin-mutu'pilusa', tanan-tandek. Nuestro Perú se divide en tres (regiones): la costa, los Andes, la selva. kala-shunka' num. treinta. Kalashunka' uklli ala'duker. Un mes tiene treinta días.",158,shi
kala'ker'1,kala'ker'1 vt. ¡enciérralo! Nana luper'a'su' a'perchulli lukatan. ¡Kala'ker' sipuk! Ese borracho es un fastidio hablando en voz alta. ¡Enciérralo en el calabozo!,158,shi
kala'ker'2,kala'ker'2 vt. ¡téjelo! ¡Kalantekpen kala'ker'! ¡Teje tu pampanilla! 157 kala'palli kala'lli kala'palli,158,shi
kala'palli,"kala'palli (kala'lli) vt. 1) llenar, meter algo o alguien en un lugar. Mañir sipuk kala'llina' wala'wanlusa'ler. A Manuel lo metieron al calabozo los policías. val.: *kala'tapalli2 1) . 2) enterrar un muerto, sepultar. Ekpa'pilallina' Anchukusha kanpusantuk, yakala'kunna'. Están llevando a Antonio al cementerio para enterrarlo. ""Kenma kala'lun"", tan ima welleklli. ""Tú me has enterrado"", dijo (el difunto) y lloró.",159,shi
kala'su',kala'su' nom. tercero. Rei kala'su' peklu'lek Baltasar. El tercer Rey Mago se llamaba Baltasar.,159,shi
kala'tapalli1,*kala'tapalli1 (*kala'tulli1) vt. tejer. Nana Shawilun kala'tulli tanpananen. La mujer shawi tejió una bolsa.,159,shi
kala'tapalli2,"*kala'tapalli2 (*kala'tulli2) vt. 1) llenar, meter algo o a alguien en un lugar o contenedor. Manila lantekpik mama' kala'tulli. Manuela llenó la sachapapa en el canasto. val.: kala'palli 1) . 2) meter el hilo en los hilos ya armados del telar. Akuschina kala'tapalli kalanteknen nu'tapalli. Agustina está kalantek tejiendo (metiendo el hilo en los hilos ya armados) haciendo su pampanilla.",159,shi
kala'ter'1,kala'ter'1 vt. ¡enciérralo! Nana luper'a'su' a'perchulli lukatan. ¡Kala'ter' sipuk! Ese borracho es un fastidio hablando en voz alta. ¡Enciérralo en el calabozo!,159,shi
kala'ter'2,"kala'ter'2 vt. ¡téjelo! ¡Kalantekpen kala'ter'! ¡Teje tu pampanilla! *kala'tulli1 *kala'tapalli1 *kala'tulli2 *kala'tapalli2 kalala, kalalan s. lobo de río, lobo marino. Kupinsennak ñapalli lanla'lusa' nu'sik kalalan. En el mar hay ballenas y lobos marinos. Kalalan pekpilli dek'ukuchik. Nanekla samer pilli'ta'su' urañi. El lobo de río subió al canto de la quebrada. De allí comió el peje que agarró. cf: denñi. (Pteronura brasiliensis)",159,shi
kalalu',"kalalu' adv. tres veces. Kalalu' uranpalli iñer uklli, nu'an Kaimi weipenñi. Como come tres veces al día, Jaime ha engordado. kalantek s. pampanilla, falda tejida de algodón que las mujeres se envuelven alrededor de la cintura y les llega hasta más arriba de la rodilla. Napi' Shiwilulunlusa'nta' kalantek nu'tullina' kalantek dadapu-utek 158 Shawilunlusa'pu'su'pi'la . Llinsenñen i'na nerpi'la. Antes las mujeres jeberinas también hacían pampanilla igual que las shawi. Sin embargo, sus diseños eran diferentes. tek2; cf: ututu'. kalantek dadapu-utek s. pampanilla de canto blanco como blonda. Kalantekwek dadapu-utek nu'tapalek pistapi yakala'mu. Estoy haciendo mi pampanilla de canto blanco para ponerme en la fiesta. cf: kalantek kañer-utek. kalantek kañer-utek s. pampanilla de canto azul como blonda. Kalantekwek kañer-utek nu'tapalek pistapi yakala'mu. Estoy haciendo mi pampanilla de canto azul para ponerme en la fiesta. cf: kalantek dadapu-utek.",159,shi
kalantek-walek,"kalantek-walek s. pampanilla legítima, pampanilla de diario, de color negro o azul oscuro sin adorno. Kalantekwalek kaletchek yapa'lek menmik. Voy a ponerme pampanilla de diario para ir a la chacra. cf: ututu'.",160,shi
kalekku',"kalekku' s. tarahui, especie de garza parecida al trompetero. Kalekku' chunpi ka'lli. El tarahui se alimenta de caracoles. kalli s. 1) calle. Wa'an kamashitulli kalli pilu'erkek. El gobernante ordernó que cultivaran las calles. Shiwilu a'ñilli inkatu' kalli shinsu'. Jeberos tiene cuatro calles principales (largas). 2) plaza. Dekpilli' kuda ullidek wa'danlusa' uwa'su' Moralillo kallik. Anoche hemos tomado cerveza en la Plaza Moralillos.",160,shi
kallilli-mutu',kallilli-mutu' s. 1) especie de lechuza teretaña. Dekpilli' kallillimutu' enpu'nipa' peklalli. En la noche la lechuza teretaña cantó mucho. 2) gaviota teretaña.,160,shi
kallilu',kallilu' s. playa. Kupinsennan ukuchin kallilu'. En la orilla del mar hay playa. lu'1; cf: dellu'teklu'.,160,shi
kallilu'dek,"kallilu'dek s. emplayado, playa o área aledaña a la orilla del río donde el agua es baja. Wandek ishanpasik nanek kallilu'dek ñilli. Cuando el Supayacu merma es emplayado. dek2. Kallu nprop. Carolina, nombre propio de mujer. Asu' Mashika kadulun. ¡Kallú, ichek'iter'! Marcelina está embarazada. ¡Carolina, tú enderézale el feto!",160,shi
kalu'ker',kalu'ker' vt. ¡cocina la carne o el pescado en sopa! ¡Kilen kalu'ker'! ¡Cocina en sopa la añashua!,160,shi
kalu'pi,"kalu'pi s. chilcano, caldo, sopa, sancochado. Kallu 159 kalu'tapalli yekwerañun, samer kalu'pi yekka'llun. Carolina me ha invitado a comer chilcano/sancochado de pescado. pi3 1) .",160,shi
kalu'tapalli,"kalu'tapalli (kalu'tulli) vi. sancochar carne o pescado, preparar chilcano o caldo. Akuschina kalu'tapalli. Agustina está sancochando carne.",161,shi
kalu'ter',"kalu'ter' vi. ¡sancocha! ¡Ipa' kalu'ter', uki'lalek! ¡Ya sancocha, tengo hambre! kalu'tulli kalu'tapalli",161,shi
kalu'tulu',"kalu'tulu' s. pájaro locrero, especie de ave de plumaje negro azulado más grande que el vacamuchacho. Kalu'tulu' kañerpi, uklala'pitulli anpulu'nen. El locrero tiene plumaje azul y brillante. kaludun s. maparate, pez bocón. Lulenta'su'ler a'la'lli Mikir Antuñu kaludun ka'inpu'ek. El curandero le hizo dietar a Miguel Antonio, (le dijo) que no coma maparate.",161,shi
kalui'tapalli,*kalui'tapalli (*kalui'tulli) vt. cocinar caldo de carne o pescado para alguien. Sadawek kalui'tapallun walatek. Mi esposa me está preparando chilcano de carachama. cf: *akusutapalli. *kalui'tulli *kalui'tapalli *kaluwi'palli Kaluku nprop. Carlos. Kaluku nunkeklan yunchiñi. Carlos se desembarcó de la canoa.,161,shi
kaluñi',"kaluñi' s. tigrillo. Napi' kaluñi' chipitek enpu'ni pa'tuwiñinpa'. Antes la piel de tigrillo costaba mucho. ñi'. (Leopardus pardalis, Felis Pardalis)",161,shi
kaluwi',"kaluwi' s. enfermedad. Saranpi kaluwi'ler pilli'tulli. Le ha dado el sarampión. Penkuwek taker'llina', kaluwi'nenler lliker'chudeklli. Mis patos se han consumido, la peste los terminó. *kaluwi'lli *kaluwi'palli",161,shi
kaluwi'na,"kaluwi'na, kaluwi'nan s. enfermo, enferma. Kaluwi'nanwek mudinupilalli. Mi enfermo se está recuperando. cf: kaluwi'pa'su'.",161,shi
kaluwi'pa'su',"kaluwi'pa'su' nom. enfermo, enferma. Kencha'ku nana enmu'pinen kaluwi'pa'su'. Lulenetchidek. Tráeme al hombre enfermo. Lo vamos a curar. cf: kaluwi'na, kaluwi'nan.",161,shi
kaluwi'palli,"*kaluwi'palli (*kaluwi'lli) vi. estar enfermo, enfermarse. Kualer Imicha sakítulek, kaluwi'pa'su' malek. Yo trabajé por Emérita porque ella estaba enferma. Mashika kaluwi'tek 160 kaluwi'palli. Marcelina está enferma. ¡Aner kenmama' iyutama' muinchi iker'a'su'. Kaluwi'chuma'! ¡No tomen demasiado trago. Se van a enfermar!",161,shi
kaluwi'tek,"kaluwi'tek nom. 1) persona con una enfermedad permanente, enfermo, enferma. Kaluwi'tekku ipa'la ñaseku wilaweklusa' luwektapallinerku. Ahora que soy una mujer enferma mis hijos me cuidan. 2) persona que se enferma con frecuencia, enfermizo, enfermiza. Ma'sha luwanchi'nek enmu'pinen kaluwi'tek. No quiero un hombre enfermizo. *kamashilli *kamashipalli *kamashipalli (*kamashilli) (quech. kamachi) vt. mandar a alguien a que haga algo, ordenar. Kualer kamashipadeklek dek mer'kek. Yo les estoy ordenando que traigan agua. Kua kamashillen diwek a'mak. Yo te ordené cortar leña. val.: kamashitapalli.",162,shi
kamashir',"kamashir' vt. ¡mándale! ¡ordénale! Kusher menminpen enmuntapalli. ¡Nana malek wilapen kamashir' adiwantukun'i! El chancho está hociqueando tu chacra. ¡Por eso mándale a tu hijo que vaya a espantarlos! kamashitapalli (kamashitulli) vi. ordenar hacer algo, mandar hacer algo. Wa'an kamashitulli kalli pilu'erkek. El gobernante ordernó que cultivaran (cortaran la hierba de) las calles. val.: *kamashipalli.",162,shi
